x_px,y_px
1446,650
1447,650
1448,649
1449,647
1450,646
1451,645
1452,645
1453,645
1454,645
1455,645
1456,645
1457,645
1458,645
1459,645
1460,645
1461,645
1462,645
1463,644
1464,644
1465,644
1466,644
1467,644
1468,644
1469,644
1470,644
1471,644
1472,644
1473,644
1474,644
1475,644
1476,644
1477,644
1478,644
1479,644
1480,644
1481,644
1482,644
1483,644
1484,644
1485,644
1486,644
1487,644
1488,644
1489,643
1490,643
1491,643
1492,643
1493,643
1494,643
1495,643
1496,643
1497,643
1498,643
1499,643
1500,643
1501,643
1502,643
1503,643
1504,643
1505,643
1506,643
1507,643
1508,643
1509,643
1510,643
1511,643
1512,643
1513,643
1514,643
1515,643
1516,642
1517,642
1518,642
1519,642
1520,642
1521,642
1522,642
1523,642
1524,642
1525,642
1526,642
1527,642
1528,642
1529,642
1530,642
1531,642
1532,642
1533,642
1534,642
1535,642
1536,642
1537,642
1538,642
1539,642
1540,642
1541,641
1542,641
1543,641
1544,641
1545,641
1546,641
1547,641
1548,641
1549,641
1550,641
1551,641
1552,641
1553,641
1554,641
1555,641
1556,641
1557,641
1558,641
1559,641
1560,641
1561,641
1562,641
1563,641
1564,640
1565,640
1566,640
1567,640
1568,640
1569,640
1570,640
1571,640
1572,640
1573,640
1574,640
1575,640
1576,640
1577,640
1578,640
1579,640
1580,640
1581,640
1582,640
1583,640
1584,640
1585,640
1586,640
1587,640
1588,640
1589,640
1590,639
1591,639
1592,639
1593,639
1594,639
1595,639
1596,639
1597,639
1598,639
1599,639
1600,639
1601,639
1602,639
1603,639
1604,639
1605,639
1606,639
1607,639
1608,639
1609,639
1610,639
1611,639
1612,639
1613,639
1614,638
1615,638
1616,638
1617,638
1618,638
1619,638
1620,638
1621,638
1622,638
1623,638
1624,638
1625,638
1626,638
1627,638
1628,638
1629,638
1630,638
1631,638
1632,638
1633,638
1634,638
1635,638
1636,638
1637,638
1638,638
1639,637
1640,637
1641,637
1642,637
1643,637
1644,637
1645,637
1646,637
1647,637
1648,637
1649,637
1650,637
1651,637
1652,637
1653,637
1654,637
1655,637
1656,637
1657,637
1658,637
1659,637
1660,637
1661,636
1662,636
1663,636
1664,636
1665,636
1666,636
1667,636
1668,636
1669,636
1670,636
1671,636
1672,636
1673,636
1674,636
1675,636
1676,636
1677,636
1678,636
1679,636
1680,636
1681,636
1682,636
1683,636
1684,636
1685,636
1686,636
1687,635
1688,635
1689,635
1690,635
1691,635
1692,635
1693,635
1694,635
1695,635
1696,635
1697,635
1698,635
1699,635
1700,635
1701,635
1702,635
1703,635
1704,635
1705,635
1706,635
1707,635
1708,635
1709,635
1710,635
1711,635
1712,635
1713,635
