x_px,y_px
1597,638
1598,638
1599,638
1600,638
1601,638
1602,638
1603,638
1604,637
1605,637
1606,637
1607,637
1608,637
1609,637
1610,637
1611,637
1612,637
1613,637
1614,637
1615,637
1616,637
1617,637
1618,637
1619,637
1620,637
1621,637
1622,637
1623,637
1624,637
1625,637
1626,637
1627,637
1628,637
1629,637
1630,637
1631,637
1632,636
1633,636
1634,636
1635,636
1636,636
1637,636
1638,636
1639,636
1640,636
1641,636
1642,636
1643,636
1644,636
1645,636
1646,636
1647,636
1648,636
1649,635
1650,635
1651,635
1652,635
1653,635
1654,635
1655,635
1656,635
1657,635
1658,635
1659,635
1660,635
1661,635
1662,635
1663,635
1664,635
1665,635
1666,635
1667,635
1668,635
1669,635
1670,635
1671,635
1672,634
1673,634
1674,634
1675,634
1676,634
1677,634
1678,634
1679,634
1680,634
1681,634
1682,634
1683,634
1684,634
1685,634
1686,634
1687,634
1688,634
1689,634
1690,634
1691,634
1692,634
1693,633
1694,633
1695,633
1696,633
1697,633
1698,633
1699,633
1700,633
1701,633
1702,633
1703,633
1704,633
1705,633
1706,633
1707,633
1708,633
1709,633
1710,633
1711,633
1712,633
1713,633
1714,633
1715,633
1716,633
1717,632
1718,632
1719,632
1720,632
1721,632
1722,632
1723,632
1724,632
1725,632
1726,632
1727,632
1728,632
1729,632
1730,632
1731,632
1732,632
1733,632
1734,632
1735,631
1736,631
1737,628
1738,626
1739,626
1740,626
1741,626
1742,625
1743,624
1744,623
1745,622
1746,622
1747,622
1748,622
1749,622
1750,622
1751,622
1752,622
1753,622
1754,622
1755,622
1756,622
1757,621
1758,621
1759,621
1760,621
1761,621
1762,621
1763,621
1764,621
1765,621
1766,621
1767,621
1768,621
1769,621
1770,621
1771,621
1772,621
1773,621
1774,621
1775,621
1776,621
1777,621
1778,621
1779,621
1780,621
1781,621
1782,621
1783,621
1784,621
1785,621
1786,621
1787,621
1788,621
1789,621
1790,621
1791,621
1792,621
1793,621
1794,621
1795,621
1796,621
1797,621
1798,621
1799,621
1800,621
1801,621
1802,621
1803,621
1804,621
1805,621
1806,621
1807,621
1808,621
1809,621
1810,621
1811,621
1812,621
1813,621
1814,621
1815,621
1816,621
1817,621
1818,621
1819,621
1820,621
1821,621
1822,621
1823,621
1824,621
1825,621
1826,621
1827,621
1828,621
1829,621
1830,621
1831,621
1832,621
1833,621
1834,621
1835,621
1836,621
1837,621
1838,621
1839,621
1840,621
1841,621
1842,621
1843,621
1844,621
1845,621
1846,621
1847,621
1848,621
1849,620
1850,356
1851,91
1852,91
1853,91
1854,91
1855,91
1856,91
1857,91
1858,91
1859,91
1860,91
1861,91
1862,92
1863,111
1864,128
1865,137
1866,152
1867,168
1868,183
1869,199
1870,214
1871,229
1872,245
1873,260
1874,276
1875,291
1876,306
1877,322
1878,337
1879,353
1880,368
1881,368
1882,368
1883,368
1884,368
1885,373
1886,389
1887,405
1888,415
1889,437
1890,455
1891,465
1892,467
1893,467
1894,469
1895,473
1896,494
1897,512
1898,526
1899,528
1900,529
1901,530
1902,531
1903,533
1904,556
1905,557
1906,558
1907,559
1908,562
1909,572
1910,574
1911,576
1912,580
1913,581
1914,582
1915,582
1916,583
1917,584
1918,584
1919,584
1920,584
1921,584
1922,584
1923,584
1924,584
1925,584
1926,584
1927,585
1928,586
1929,587
1930,588
1931,589
1932,589
1933,589
1934,589
1935,589
1936,589
1937,589
1938,589
1939,589
1940,589
1941,589
1942,589
1943,589
1944,589
1945,589
1946,589
1947,589
1948,589
1949,589
1950,589
1951,589
