x_px,y_px
1979,531
1980,531
1981,531
1982,531
1983,531
1984,531
1985,531
1986,531
1987,531
1988,531
1989,531
1990,531
1991,531
1992,531
1993,531
1994,531
1995,531
1996,531
1997,531
1998,531
1999,531
2000,544
2001,544
2002,544
2003,544
2004,544
2005,544
2006,544
2007,544
2008,544
2009,544
2010,544
2011,544
2012,544
2013,544
2014,544
2015,544
2016,544
2017,544
2018,544
2019,544
2020,544
2021,544
2022,545
2023,545
2024,547
2025,552
2026,553
2027,554
2028,556
2029,556
2030,556
2031,556
2032,556
2033,556
2034,556
2035,556
2036,548
2037,548
2038,548
2039,547
2040,546
2041,500
2093,748
2094,748
2095,748
2096,748
2097,748
2098,748
2099,748
2100,759
2101,778
2102,795
2103,818
2104,829
2105,854
2106,860
2107,860
2108,860
2109,860
2110,860
2111,860
2112,860
2113,860
2114,860
2115,860
2116,860
2117,860
2118,860
2119,860
2120,830
2121,830
2122,830
2123,830
2124,829
2125,662
2126,495
2127,495
2128,495
2129,491
2130,490
2131,488
2132,487
2133,487
2134,487
2135,487
2136,487
2137,487
2138,487
2139,487
2140,487
2141,487
2142,495
2143,476
2144,476
2145,475
2146,475
2147,445
2148,445
2149,445
2150,445
2151,445
2152,449
2153,465
2154,467
2155,468
2156,470
2157,483
2158,505
2159,513
2160,513
2161,513
2162,513
2163,513
2164,513
2165,514
2166,518
2167,520
2168,520
2169,520
2170,520
2171,520
2172,520
2173,520
2174,520
2175,520
2176,520
2177,544
2178,552
2179,561
2180,562
2181,563
2182,566
2183,583
2184,588
2185,589
2186,590
2187,591
2188,603
2189,618
2190,641
2191,644
2192,645
2193,647
2194,648
2195,649
2196,650
2197,650
2198,650
2199,650
2200,650
2201,650
2202,650
2203,650
2204,639
2205,639
2206,639
2207,639
2208,639
2209,638
2210,637
2211,611
2212,545
2213,479
2214,479
2215,475
2216,471
2217,467
2218,463
2219,459
2220,456
2221,452
2222,448
2223,444
2224,440
2225,440
2226,440
2227,440
2228,440
2229,434
2230,433
2231,421
2232,420
2233,420
2234,420
2235,420
2236,420
2237,420
2238,428
2239,441
2240,443
2241,444
2242,446
2243,468
2244,469
2245,470
2246,470
2247,470
2248,470
2249,470
2250,470
2251,470
2252,470
2253,471
2254,488
2255,500
2256,515
2257,529
2258,545
2259,563
2260,579
2261,593
2262,617
2263,619
2264,620
2265,621
2266,626
2267,628
2268,629
2269,630
2270,631
2271,631
2272,631
2273,631
2274,631
2275,631
2276,631
2277,648
2278,608
2279,522
2280,436
2281,436
2282,436
2283,441
2284,448
2316,662
2317,662
2318,662
2319,662
2320,662
2321,662
2322,662
2323,661
2324,619
2325,586
2326,586
2327,586
2328,586
2329,541
2330,541
2331,541
2332,541
2333,544
2334,545
2335,546
2336,547
2337,563
2338,576
2339,583
2366,431
2367,431
2368,431
2369,431
2370,431
2371,431
2372,431
2373,431
2374,431
2375,431
2376,431
2377,431
2378,431
2379,431
2380,434
2381,431
2382,429
2383,426
2384,423
2385,420
2386,418
2387,415
2388,412
2389,409
2390,407
2391,404
2392,404
2393,404
2394,404
2395,404
2396,404
2397,404
2398,404
2399,404
2400,404
2401,404
2402,404
2403,404
2404,404
2405,410
2406,430
2407,443
2408,452
2409,453
2410,456
2411,475
2412,489
2413,500
2414,500
2415,500
2416,500
2417,500
2418,500
2419,500
2420,500
2421,500
2422,500
2423,500
2424,500
2425,500
2426,500
2427,501
2428,501
2429,501
2430,501
2431,501
2432,502
2433,508
2434,528
2435,540
2436,541
2437,542
2438,543
2439,545
2440,560
2441,560
2442,561
2443,562
2444,570
2445,577
2446,587
2447,588
2448,590
2449,607
2450,622
2451,634
2452,647
2453,667
2454,669
2455,670
2456,670
2457,670
2458,670
2459,670
2460,670
2461,670
2462,670
2463,670
2464,670
2465,670
2466,670
2467,670
2468,670
2469,670
2470,670
2471,670
2472,676
2473,678
2474,680
2475,700
2476,709
2477,590
2478,470
2479,470
2480,470
2481,470
2482,470
2483,470
2484,470
2485,470
2486,470
2487,482
2488,495
2489,507
2490,519
2491,531
2492,544
2493,556
2494,568
2495,580
2496,593
2497,605
2498,617
2499,629
2500,642
2501,654
2502,666
2503,666
2504,666
2505,666
2506,666
2507,666
2508,666
2509,666
2510,666
2511,666
2512,666
2513,666
2514,666
2515,666
2516,666
2517,678
